"","GSM1274110","GSM1274111","GSM1274112","GSM1274108","GSM1274109"
"Mtmr3",11.2820422833333,10.2401512426667,10.5723237026667,11.8512528893333,9.97290744866667
"Nfyb",6.61072614126667,7.1229934398,6.8398976522,5.12827186386667,6.7123541536
"Rnps1",8.5297836002,8.5409589598,8.2045254186,7.2911176933,8.95480213766667
"Rbm33",8.72487547083333,8.21068702166667,8.12366966173333,8.04778180173333,8.89348117116667
"Gm4894",4.9843916145,5.09569276498333,5.20351782003333,5.0522080087,5.0394034037
"2310046K01Rik",5.5700703774,5.82798990496667,5.52123777046667,5.12954589776667,5.2295677974
"Gpr12",5.0936088441,4.99760801433333,5.14414807043333,5.06972518236667,5.22233601033333
"Skil",7.2864374003,7.3707138774,7.515382951,5.3407468961,6.9826695189
"Cryz",6.1710974508,6.2764693994,5.93783602873333,5.0751618062,5.8528710418
"Tatdn1",5.14802195043333,5.34839087166667,5.04119228543333,5.1934171738,5.13019143863333
"Phb",8.59278843826667,8.02809712986667,7.93088044093333,5.43478889133333,8.14022774213333
"Prkag1",9.11842238863333,8.88809828453333,8.80075231823333,7.91474145006667,9.1926359328
"Olfr53",5.19888320013333,5.01431409726667,5.0010916174,5.01022915428333,5.0614709691
"Btla",10.2615330776667,10.0109777513333,10.2468274113333,8.95049499836667,10.0088078773333
"Rpl36a",11.9736826706667,11.8945798596667,12.157726905,10.1860642126667,11.492677549
"Grb14",4.99928510056667,4.97694823001667,5.43869460153333,4.96665840536667,5.12073952116667
"Ccdc93",6.26774173473333,6.683558243,6.5381152458,5.14746299246667,6.02737686653333
"Nudt2",5.75714793803333,6.09071185506667,6.00113051846667,6.3442801954,5.57525804013333
"BC060267",5.43219017633333,5.34686058273333,5.53358320116667,5.38152305816667,5.85646901693333
"Cyp3a59",5.17804005683333,5.27752027973333,5.239144765,5.10701577246667,5.17567275846667
"Gm16223",5.12930368893333,5.38595222266667,5.23772943423333,5.08099878796667,5.3515129524
"Metap1d",7.2044063285,6.87606134823333,6.86236139146667,6.4973869576,7.1671505951
"Kctd14",6.8139448544,7.0375815793,7.50543773526667,5.52157842623333,6.51428024666667
"Tpt1",17.08202114,17.82160091,17.50387459,16.67062068,17.55046738
"Prss37",7.99422140093333,7.3596368939,7.6803677254,8.1781224962,7.859815002
"Traf2",6.14357942386667,6.0764643543,5.6315056892,5.1717791804,5.83205583863333
"March1",11.8596042436667,10.0840322043333,10.3422943676667,12.5019205213333,11.6407190386667
"Apon",5.16922100076667,5.04951809013333,5.2952094518,5.1142709641,5.34149059
"Hk3",7.2724399153,7.99343975653333,7.5981966244,8.5691915658,8.12248125946667
"2210016F16Rik",5.95672082093333,6.05738009223333,6.00675107133333,7.4808677158,6.68820729073333
"Olfr782",4.99402179453333,4.9764337909,5.3169807399,5.07803437733333,5.06613647003333
"Slc30a8",5.0478403332,5.2155543679,5.35354212256667,5.0506762988,5.39130705883333
"Spen",8.59107934226667,8.32662784893333,8.22673029413333,6.07036874446667,8.113104209
"Mrpl53",9.3466412117,9.11195710003333,9.2656471293,8.33138562933333,9.31576851763333
"D7Ertd595e",6.1795322583,6.07592121656667,6.15824877133333,7.61042092893333,6.5539625738
"Vangl2",6.4285507686,6.1941697432,6.3783723554,8.11087885306667,6.67338291146667
"Nxf2",5.51959907546667,5.51929095863333,5.73633310623333,5.22000516506667,5.1089966276
"Acvr1b",5.62060592926667,5.51266765736667,5.22214661606667,5.1331860985,5.60903527023333
"Cldn19",5.54902221476667,5.65426901126667,5.66149109756667,5.14552766513333,5.48008336933333
"Lcor",6.3339945746,5.8842654673,5.98768741473333,5.24710496383333,5.35981886526667
"Serpina6",5.99644039236667,5.37183510446667,5.32755320333333,6.22934058946667,5.72001786143333
"Csnk1a1",8.60975113166667,8.12067451773333,8.1508678362,7.1897817899,8.04137235546667
"Sec14l2",5.41895007516667,5.9038069727,5.65612570323333,5.6438680598,5.42966348493333
"Rhox4g",5.05888323026667,5.58995943633333,5.58287542276667,7.5992923082,6.03748507486667
"Pa2g4",5.95089111423333,6.14586498656667,5.7615426507,5.0316765952,5.48048998513333
"Zscan21",7.830731465,7.6752361222,7.590316852,6.3945883442,7.3478824321
"Eif4a3",8.36050598486667,8.32684752833333,8.35881320586667,8.428636459,8.62349535166667
"Kctd7",5.11013704253333,5.79848261256667,5.61887112603333,8.56539836446667,7.1115238069
"G2e3",6.8143438572,6.7354352324,6.33728974766667,6.26124934973333,6.28839843766667
"Nxph2",4.97584519903333,5.00337370221667,5.19856853816667,4.96584376966667,5.01596900756667
"Mecom",5.02117242023333,5.12550517013333,5.11288651066667,5.12609903213333,5.2155543679
"Ube2z",7.74747909666667,7.848673241,7.794160581,5.7280721763,7.6497356976
"1700055N04Rik",4.96493037163333,5.08117065178333,5.29429406846667,5.05745566243333,5.0869580512
"Igtp",11.7050327683333,11.6484023516667,10.93684052,10.9627728,11.7062791516667
"Cyp27b1",5.38009861076667,5.3135557556,5.6209870474,5.05447647356667,5.2116406808
"Flt4",5.04894213293333,4.9948882811,5.20294847513333,4.99659729633333,5.042011293
"Map6d1",9.4879610201,9.05085459486667,9.3857696967,11.301491943,9.78785345053333
"Pdlim4",9.02798552143333,8.87219932783333,9.0041682125,8.03024869726667,9.18141342386667
"Rab5a",8.72661186516667,9.13218075036667,9.05652095326667,8.5837881272,8.69217566713333
"Gm711",5.32879429503333,5.08978701876667,5.0338605353,5.16224455873333,5.056870833
"4930451C15Rik",4.9606888812,5.21834734256667,5.1070573467,5.1946271319,5.07194802183333
"Arhgap21",6.7183092758,7.1014624166,6.9757842132,5.230322128,6.63162862053333
"Tmem170b",6.2005375138,6.32882952866667,5.92452815893333,5.4767065604,6.02356249216667
"Lipe",5.67309428496667,6.09633034996667,5.90311312443333,6.41775345946667,6.7551426408
"Aldh2",11.2556337923333,11.8063822083333,10.4671748303333,11.383867817,12.2840977286667
"Dvl2",7.1579564533,6.42119872073333,6.9211537505,6.5116457196,7.3181779514
"Vmn2r59",5.11755495746667,5.29651776486667,5.3156347717,5.14660836063333,5.1607552675
"Psd",6.280987687,6.5214623049,6.43653206746667,7.4239422084,6.7540423233
"Sft2d1",7.3426630323,7.515382951,7.4216314523,6.48982331933333,7.2894109124
"Reg4",4.98805359676667,4.96666042076667,5.0056746094,5.18922511123333,5.19546980776667
"Pcsk6",4.97931430326667,5.25789860003333,5.38686048583333,5.0415487136,5.02212504383333
"Atf2",8.2893197146,8.49261669993333,8.3650477146,6.25687789146667,7.85444014686667
"Thumpd3",9.025834331,8.9870244867,8.99759847053333,8.21789509373333,8.99943763106667
"1810011O10Rik",5.06681451996667,5.3550995111,5.4657839591,5.069966111,5.2309782303
"BC005624",11.751726135,10.3286683553333,10.434425924,10.69854388,9.3145987617
"Zfp59",6.54777765513333,6.63808823793333,6.9138437486,5.1800781617,6.81051287496667
"9930013L23Rik",5.1457499283,5.4699403382,5.38006452756667,8.25674980766667,5.66369181963333
"Ablim1",7.1004890653,7.0403486195,7.0443475269,5.67202657736667,7.2599064643
"Wipf1",9.16670507856667,9.8844710114,9.82908742593333,8.61858791013333,9.577815705
"BC068281",5.4703317424,5.26131084463333,5.40735292023333,5.1315252274,5.3503274818
"Igf1",8.93361339786667,8.01033887766667,8.69714927623333,11.23960279,9.10200674996667
"1600014C10Rik",6.59006585446667,6.8726241622,6.4887467928,5.71797668246667,6.9215721233
"St6gal1",8.77024252976667,8.89806764886667,8.9870244867,7.82132428853333,8.7371979867
"Ubxn4",5.0298690681,4.99996572201667,5.15696505225,5.0068041579,4.97377914436667
"Wapal",9.274281781,8.84594118286667,8.77566523573333,9.95517568953333,8.62788115626667
"Gbx1",5.1591677157,5.36473348566667,5.02313866503333,7.3504273193,6.37965160766667
"Olfr629",5.81091386913333,6.25178664646667,5.85603434846667,5.52722432576667,6.65268473646667
"Gcm1",7.699454882,7.68881882366667,7.3028218246,11.09509844,8.60176919913333
"Clec4b1",6.11329054426667,5.76007648006667,5.83401522346667,5.39452957633333,5.62432145556667
"Bglap-rs1",5.0965867259,6.0946095947,5.71241658713333,7.7894353598,6.13605160103333
"Hbb-y",6.1004930486,5.85603434846667,5.9577326202,6.033582191,6.0418997434
"Cyp4f40",5.017524167,4.96170777606667,5.33803832366667,5.10815484163333,5.12899149003333
"Aloxe3",5.0825757958,5.28045516123333,5.19513540566667,5.0714871235,5.14750196373333
"Tmem192",9.9641029357,10.1175119946667,10.3101364286667,9.2896825052,10.1145368203333
"Sh3bgr",5.54293359633333,5.42831845863333,5.44567672833333,5.36802229706667,5.1492788673
"Olfr191",5.07264436616667,4.98612156716667,5.0638982,4.9934465074,4.99525409906667
"Tmem49",9.188805436,9.3143128348,9.04787828973333,8.986372273,9.61982902153333
"Vmn2r72-ps",5.26776522926667,5.4709172512,5.4199741778,5.19562566656667,6.3225779914
"2610528A11Rik",5.74082143046667,5.50320230286667,5.37744547626667,5.05816877003333,5.3455278619
"Cyp2c29",4.98445694,5.3601599682,5.1552719066,5.80104216393333,5.18514171796667
"Axl",6.0478037855,5.81947075203333,6.24552800686667,5.1482699704,5.53112390826667
"Slc44a5",5.02993827146667,5.1342716222,5.25342914443333,4.95887001775,5.0356870199
"Gorasp1",6.1160409944,5.99555909566667,5.80646887356667,5.1035820081,5.65998395803333
"Tpp2",7.3508323966,7.80800211633333,7.89261365193333,7.0103668391,7.3953132401
"Krtap9-3",5.12849445513333,5.17701241653333,5.49838230993333,5.2609789017,5.35165140916667
"Speer4b",5.05319338576667,4.9661856672,5.4513745136,5.27570807846667,5.681696966
"Slc24a4",5.08920348603333,5.1633514035,5.76313501863333,5.06653906403333,5.1771605845
"Ciita",5.8951485439,5.66185310513333,5.62072838496667,6.8466889031,5.90832114943333
"S100a1",9.3539308023,9.88080698973333,8.61436007033333,10.5247251266667,10.6803179
"Nags",5.08146767666667,5.13519032733333,5.2344822506,5.39857495576667,5.57648819396667
"Flg2",5.01253919413333,5.02960734953333,5.2036588795,5.06326345006667,5.26448643296667
"Wdr11",5.60217304186667,5.61639147593333,6.4099893928,5.18090262168333,5.44948781223333
"Mageb1",5.23884287726667,5.53571766256667,5.9105958892,6.198272645,5.7429302063
"Olfr510",5.0317706139,5.0379196488,5.3446977538,5.12469071393333,5.5145796588
"Acox3",9.36630694616667,9.4745208419,9.88259275736667,11.4125006786667,10.5578600613333
"Gm6882",5.05727533026667,5.03628868363333,5.224695244,4.98227831891667,5.04641370946667
"Bbs10",5.44599793016667,5.43076728226667,5.52299194436667,5.3870821114,5.1888155009
"Mars2",5.8820470399,5.86202056783333,5.95604280506667,5.17820081683333,5.84282462833333
"2310057B04Rik",5.23869909716667,5.40105956833333,6.1420062942,5.04267279763333,5.1555121241
"Stat3",10.80117838,10.99427392,10.97934327,10.507573428,10.89093012
"Echdc2",5.77727402106667,5.48538294326667,5.2383931055,5.0410721687,5.20005930656667
"Hormad1",5.1014334825,5.28962183046667,5.44608787223333,5.3402038016,5.12470584306667
"4933416O17Rik",5.1044273743,5.2486547092,5.26946416273333,5.48178711776667,5.20877301393333
"Rasgrf1",5.11373519266667,5.00866917801667,5.2177313899,5.0802848414,5.17689016456667
"C1qc",5.03229571203333,5.7512312649,5.42889186,5.11345116096667,5.8785587822
"Arid4a",8.42262491133333,7.89770226746667,7.48132793433333,7.5611246714,7.64312210106667
"Gm3448",6.58855359446667,6.17004388,6.47768779646667,8.7507200791,6.70532355
"Sec63",6.8688950068,6.85618338946667,6.52291249633333,5.2113816509,6.66939729973333
"Cand2",5.94758649136667,5.93246854933333,5.68953023916667,5.37328880383333,6.12937836443333
"Olfr1317",5.0630425609,5.05371659746667,5.10989778058333,5.03925332456667,5.07603636983333
"Fbxw26",4.9931422134,5.3561882823,5.1931371643,6.30470018826667,6.11329054426667
"Skint11",4.9563618877,5.06169529776667,5.5456498773,5.27070607013333,5.10854932966667
"Duox1",5.2133492911,5.1447580117,5.12846231916667,5.3058669563,5.232672035
"Lin52",8.40503176513333,8.51608100686667,8.74732540156667,9.88789421683333,9.73188184816667
"Gpr125",5.27570807846667,5.29993953156667,5.47060309943333,5.08383645406667,5.11545699233333
"Ces1b",4.9951618536,5.03023899566667,5.03950687758333,5.04415675493333,4.99410962923333
"Hcfc2",5.59573625496667,5.829850387,5.8859267783,5.48617521106667,5.36329820646667
"Gpr20",5.0328373241,5.28603298753333,5.28812899686667,5.17569542416667,5.0729243385
"Smarcal1",6.1194354582,6.05697048833333,5.9361353657,5.246890036,5.38455680266667
"Slc25a4",10.31581906,10.418562244,10.1156083743333,8.81213789816667,9.91249661763333
"Kif2c",5.0725646401,5.41183936553333,5.44852434063333,5.46911851593333,5.29393921003333
"Dctn1",10.80630766,10.95341295,11.07719632,10.5896223076667,11.18748219
"Trak1",7.2663281806,7.1499659039,7.2538017678,5.3790258708,6.88514994083333
"Gm13084",5.72624414203333,5.50048781096667,5.51003866193333,5.01792507596667,5.33231648593333
"Nsun3",5.2083266424,5.33725710056667,5.89241635033333,4.96999444716667,5.04138102173333
"Zfyve21",6.0432687383,6.21898344353333,5.80306516513333,5.1677132749,5.60771223186667
"Pip5k1b",5.22668784916667,5.15553485425,5.0508775785,5.02700723083333,4.9940565145
"Lsm14a",8.6659563742,9.08590513746667,9.00336060096667,8.4006447208,8.83550418563333
"2410091C18Rik",8.61400662366667,8.42262491133333,8.5621476648,8.2682333004,8.14844613006667
"1600027N09Rik",8.04321276826667,8.01938457333333,7.84393139706667,7.5981966244,8.5045797536
"Zfp783",6.72194328233333,6.4480751594,6.50073623226667,5.93414085263333,6.26111822153333
"Uqcrc1",9.86771953853333,9.88162369786667,9.74081633896667,9.31534518466666,10.141795333
"Snrnp48",7.6247304864,7.66638350646667,7.52970941686667,6.16126218196667,7.57254930626667
"Prune2",5.00572680763333,5.04148454203333,5.50223464103333,5.2576831297,5.10969544586667
"Zbtb5",6.32305438313333,6.3907804852,6.59564093453333,5.44028976223333,5.7280721763
"AY074887",5.5190303239,5.0990597266,5.49050287243333,5.06080057086667,5.11653166266667
